transaction_amount,processing_time,merchant_id,success_rate
193.52465823520762,1.3330981797737884,28,0.5375524198066781
475.8500101408589,2.9385542632026116,7,0.754617960544135
368.6770314875885,4.428256261443837,35,0.4421886435733207
303.3426572565479,3.7950119888430254,28,0.4388651763527867
86.44913381679389,4.129525165376524,14,0.20460697448131154
86.4373149647393,3.464525150198228,10,0.183043144055878
38.460969962417735,3.615244540330336,16,0.22889210530039758
434.4263114297182,4.321380432043936,16,0.49850005389855157
304.54635575417234,1.6235060398663368,31,0.6757197826295993
356.95556312006227,2.702412336394132,42,0.5331214678286413
20.086402204943198,1.49544248818821,25,0.29285421508531895
485.2558275593772,4.944506035984912,13,0.5316997068621375
417.8968939922066,4.74826702858976,6,0.4618906674381065
114.04616423235531,0.6774206511582765,44,0.5012015213986522
99.09423393147931,3.675088276320598,9,0.18810225223568477
99.86820982818257,4.663617428370496,45,0.18977820621187147
159.0786990501735,1.3125890530730009,36,0.46834919909950695
267.13065149979656,3.0557535374868325,43,0.5436889454139114
221.65305913463672,4.619697339146188,20,0.21465228848762447
152.70227869704053,0.6527569036360947,18,0.6193461846138503
309.8079184139659,3.6383912026107796,43,0.4295378743654388
78.3519917195005,1.8380705331764784,21,0.42470430995596975
153.15087778225688,4.6597828791943865,4,0.15996688975710863
189.51730321390895,4.869762103244155,33,0.19440144758587868
233.47429226634762,4.749199201010453,27,0.26060033093508844
394.73622108257666,2.633963974958587,7,0.5812304507976443
107.84015325759627,4.379191929451911,6,0.20696217758341157
261.9748748226697,4.300472293407816,15,0.30626696715830876
300.2831387424008,1.9359521295946505,18,0.5952579300159349
32.760702232798884,4.230119633678048,32,0.06003127013456853
307.6969774317048,0.6665343562197168,11,0.6129268588699677
93.55682060677285,3.1832144531692386,20,0.26568398715984054
41.87528056278696,1.5350397677946637,24,0.5090020748639664
474.9539132541333,1.0425509859977546,15,0.909929029049259
483.1596962065341,0.8462894073314412,48,0.8975677364866703
406.11470057706595,3.633299491451629,7,0.5296402099714896
159.26074689495164,2.0294373369562977,21,0.4574403078399242
57.859335863128095,3.7614504718794266,42,0.2090702444339459
345.2741829909569,0.7941035335952407,26,0.7068231888659906
225.67472193240465,1.9188065202377464,44,0.5895101546420737
69.79873507394163,2.9277108156890175,14,0.31279671927710206
252.6366859545224,4.058254241775336,37,0.3827205480623856
26.850375346457014,1.9343862631943147,21,0.35533553596751194
455.5669970186032,3.316511193966541,18,0.6248967105066486
136.8021909840083,4.486899867062842,5,0.22175526607606502
334.63591933345117,3.2713843468203705,3,0.537088191338483
162.73842728381138,1.548317636391352,23,0.490204628097625
264.8333303771273,0.6098035170044211,26,0.6751728900318401
277.888036878207,4.415444932554184,37,0.34143635838588804
100.57868320750825,0.5957123488267422,24,0.6184584558995934
485.0964676046337,4.4361575270788975,49,0.4795253611140488
389.8150834469461,2.8802171031224537,19,0.5284171098470787
470.35448136645266,4.725804643308033,25,0.5060120590974753
448.4654017095479,4.094524560981494,21,0.5415573307041994
302.9709896174317,4.990703497400019,12,0.31256772309595027
461.71837516132723,2.0782031695326957,41,0.7660957181034826
53.36132600544055,3.952347300190071,33,0.14696648325469316
106.03160258538115,2.3086891112415895,4,0.4496558633913263
32.16137156616365,2.6594402913675896,42,0.18617214350557887
169.41186207399952,3.323774584482665,7,0.2956095523867207
200.45187194784617,4.431547013838524,22,0.2521344325565414
142.961025569209,4.928375611396828,33,0.06796402387181781
416.0813794844454,3.957230362390332,17,0.5115656230238086
184.80913007985873,2.379950519753002,24,0.5298875863909593
147.65790974681659,2.396106510246816,34,0.40909158313693306
275.92108074754174,3.8191203571500116,28,0.40554409031847477
79.0528702376337,1.5744971559573604,43,0.3585949163832687
403.07652056947944,0.997133509091276,41,0.772545099258378
46.5298154030877,2.0957997093834946,39,0.31819002544854147
493.57459893425346,1.7925754624433679,22,0.798431297852105
388.39993695536214,1.8333865420519553,49,0.769143472500355
107.37068395174448,1.5512348797245947,17,0.48013174901554134
12.705837390565176,0.6894193533636285,34,0.38819100420735075
409.5760999428687,0.5804327063003621,6,0.8638580682344327
356.3600984853324,4.944750753812142,46,0.38679611052895746
367.21351234008375,2.4249791018113807,6,0.681723054085009
387.92246987611344,2.2294699122185673,34,0.7440025129826755
46.281879349704276,3.5584127721188143,1,0.13968589254642944
185.64820698669357,1.4821424953927886,10,0.4968910818868978
66.77583916731356,4.774825327776014,21,0.026414413443981294
432.9206786790408,4.038552564869985,5,0.5173644292366932
315.41608214550337,0.9023495104051678,2,0.7484990498273033
172.1400321777981,2.379113491032178,22,0.4835954089040355
41.143591640151584,4.456032384029741,48,0.09174280205505132
162.38133764067447,4.7512941003113465,2,0.1712595514467976
169.33982779310605,2.6033068006244138,10,0.4165970473431017
367.5070273856514,3.2603512514481845,34,0.4997147571593317
322.40316096405445,1.2516527574143386,16,0.8017148213073593
444.7342438624,4.960258817616395,48,0.3683253107448576
241.38531332935514,1.5425226562254952,39,0.5963700766515917
